Cikkszám,Termék Név,Státusz,Nettó Ár,Bruttó Ár,Kategória,Rövid Leírás,Hosszú leírás,Kép link,Egység,Tömeg,Paraméter: Lemez állapota||text,Paraméter: Borító állapota||text,Paraméter: Label||text,Raktárkészlet
Mamma-SLPDL-31253,"Luciano Pavarotti, Henry Mancini / Mamma SLPDL 31253",1,1587.24,1587.24,Új bakelit/vinyl lemezek és CD-k|Jazz,,,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Hungaroton,0
XXIVK-Magic-558305-1,Bruno Mars / XXIVK Magic 558305-1,1,15872.4,15872.4,Új bakelit/vinyl lemezek és CD-k|Electronic,"A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in USA & Europe, 2016<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),"Atlantic, Atlantic",0
Duran-Duran-0-190295-195335,Duran Duran / Duran Duran 0 190295 195335,1,21824.55,21824.55,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in USA & Europe, 2020<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),"Parlophone, Parlophone",0
Foot-Loose-Fancy-Free-P-10415W,Rod Stewart / Foot Loose & Fancy Free P-10415W,1,6348.96,6348.96,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1977<br /><br />0129 
 Yes OBI! Yes Insert!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Warner Bros. Records,0
Elektronik-Impressionen-8-55-941,Klaus Schulze / Elektronik-Impressionen 8 55 941,1,3174.48,3174.48,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic",,,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),AMIGA,0
Into-The-Light-C28Y3026,Chris de Burgh / Into The Light C28Y3026,1,9920.25,9920.25,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1986<br /><br />0129 
 Yes OBI! Yes Insert!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),A&M Records,0
Disco-Blitz-Vol-1-9115,East Harlem Bus Stop / Disco Blitz Vol. 1 9115,1,5555.34,5555.34,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz",,,,db,0.2,Very Good (VG),Very Good Plus (VG+),"Sonic, Sonic, Sonic",0
Disco-Blitz-Vol-2-9116,"The Vast Majority, Camp Galore / Disco Blitz Vol. 2 9116",1,5158.53,5158.53,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Funk / Soul",,,,db,0.2,Very Good (VG),Near Mint (NM or M-),"Sonic, Sonic",0
Disco-Blitz-Vol-3-9117,The Vast Majority / Disco Blitz Vol. 3 9117,1,3968.1,3968.1,Új bakelit/vinyl lemezek és CD-k|Rock,,,,db,0.2,Very Good (VG),Near Mint (NM or M-),"Sonic, Sonic, Sonic",0
Night-Heat-PR-3002,Scot Scheer / Night Heat PR-3002,1,4761.72,4761.72,Új bakelit/vinyl lemezek és CD-k|Rock,,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Platinum Rainbow Records,0
Do-Wah-Diddy-Diddy-Round-203-176,À La Carte / Do Wah Diddy Diddy Round 203 176,1,9920.25,9920.25,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic",,,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"Hansa International, Hansa International, Hansa, Hansa",0
A-Very-Special-Christmas-2420627,Various / A Very Special Christmas 2420627,1,5952.15,5952.15,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Yugoslavia, 1987<br /><br />0129 
 Az  eredeti belső tok is nagyon jó állapotban van!",,,db,0.2,Very Good Plus (VG+),Very Good Plus (VG+),"PGP RTB, A&M Records",0
Violin-Piano-Sonata-In-E-Flat-Major-Op-18,"Richard Strauss, Gabriel Fauré, Lydia Mordkovitch, Gerhard Oppitz / Violin & Piano Sonata In E Flat Major Op. 18 / Violin & Piano Sonata In A Major Op. 13 ABRD 1151",1,6745.77,6745.77,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Classical",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Chandos,0
Magic-Touch-74321-259521,"Cymurai, Thea Austin / Magic Touch 74321 259521",1,1984.05,1984.05,Új bakelit/vinyl lemezek és CD-k|Rock,,,,db,0.2,Very Good Plus (VG+),Very Good Plus (VG+),Coconut,0
Memento-Z-Banalnym-Tryptykiem-SX-1966,SBB / Memento Z Banalnym Tryptykiem SX 1966,1,3968.1,3968.1,Új bakelit/vinyl lemezek és CD-k|Rock,,,,db,0.2,Very Good (VG),Near Mint (NM or M-),Polskie Nagrania Muza,0
Jeff-Beck-Group-Rough-And-Ready-TFOLP-019,Jeff Beck Group / Jeff Beck Group + Rough And Ready TFOLP 019,1,9920.25,9920.25,Új bakelit/vinyl lemezek és CD-k|Rock,,,,db,0.2,Very Good (VG),Near Mint (NM or M-),Castle Communications,0
Blues-Breakers-0042280008611,"John Mayall, Eric Clapton / Blues Breakers 0042280008611",1,11110.68,11110.68,Új bakelit/vinyl lemezek és CD-k|Rock,"A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2016<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),Decca,0
In-Vivo-BGLP-01,Kada Ad Libitum / In Vivo BGLP 01,1,11904.3,11904.3,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),LV Records (3),0
Korai-Electric-2020-BPVLP-018,Korai Electric / Korai Electric 2020 BPVLP 018,1,9920.25,9920.25,Új bakelit/vinyl lemezek és CD-k|Rock,,,,db,0.2,Near Mint (NM or M-),Mint (M),Budapest Vinyl,0
Mahagon-1-15-2145-1,Mahagon / Mahagon 1 15 2145,1,9920.25,9920.25,Új bakelit/vinyl lemezek és CD-k|Rock,,,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"Supraphon, Gramofonový Klub",0
Motel-Rest-1113-2593,Petra Janů / Motel Rest 1113 2593,1,1984.05,1984.05,Új bakelit/vinyl lemezek és CD-k|Rock,,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Supraphon,0
Felix-Slovaek-1-13-1500,"Felix Slováček, Orchestra Ladislav Štaidl / Felix Slováček 1 13 1500",1,1587.24,1587.24,Új bakelit/vinyl lemezek és CD-k|Rock,,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Supraphon,0
Pepenka-11-0683,Aleš Sigmund / Pepřenka 11 0683,1,1984.05,1984.05,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Pop",,,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Panton,0
Ohlednuti-Looking-Back-8113-0072,Zdeněk Pulec / Ohlédnutí (Looking Back) 8113 0072,1,1587.24,1587.24,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz",,,,db,0.2,Very Good Plus (VG+),Very Good Plus (VG+),Panton,0
Tanzt-Keiner-Boogie-8-55-778,Familie Silly / Tanzt Keiner Boogie? 8 55 778,1,9920.25,9920.25,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock",,,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),AMIGA,0
Sinfonie-Nr-4-Es-dur-Romantische-725-007,"Anton Bruckner, Staatskapelle Dresden, Herbert Blomstedt / Sinfonie Nr. 4 Es-dur »Romantische« 725 007",1,3968.1,3968.1,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Classical",,,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"ETERNA, ETERNA",0
Silence-EP-Underconstruction-1-NM-042,Gigi D'Agostino / Silence E.P. Underconstruction 1 NM 042,1,27379.89,27379.89,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Italy, 2003<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),NoiseMaker,0
Innocence-Is-No-Excuse-BMGCAT164LP,Saxon / Innocence Is No Excuse BMGCAT164LP,1,9920.25,9920.25,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in UK, 2018<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),BMG,0
Transitus-MTR-76231,Ayreon / Transitus MTR 76231,1,11110.68,11110.68,Új bakelit/vinyl lemezek és CD-k|Jazz,"A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2020<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),Music Theories Recordings,0
Feels-Like-Home-7243-5-84800-1-6,Norah Jones / Feels Like Home 7243 5 84800 1 6,1,11110.68,11110.68,"Új bakelit/vinyl lemezek és CD-k|Folk, World, & Country",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Blue Note,0
zony-Anyank-Osi-Nepi-Imak-Maria-enekek-SLPX-14226,"Jancsó Adrienn, Erzsébet Török, Mosóczy Miklós / Boldogasszony Anyánk - Ősi Népi Imák Mária-énekek SLPX 14226",1,1587.24,1587.24,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Non-Music",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Hungaroton,0
-No2-X-33-SPV-16227,Mikis Theodorakis / Στο Πεντάγραμμο Του Μίκη Θεοδωράκη No.2 X 33 SPV 16227,1,5158.53,5158.53,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Folk, World, & Country",,,,db,0.2,Very Good Plus (VG+),Very Good Plus (VG+),Pan-Vox (2),0
he-Chopin-Collection-The-Nocturnes-SLPXL-31484-85,"Arthur Rubinstein, Frédéric Chopin / The Chopin Collection - The Nocturnes SLPXL 31484-85",1,5158.53,5158.53,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Classical",,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"Hungaroton, RCA Victor Red Seal",0
Live-In-Poland-35th-Anniversary-0213369EMX,Toto / Live In Poland (35th Anniversary) 0213369EMX,1,11507.49,11507.49,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2019<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),Ear Music Classics,0
Sunshine-Superman-BN-26217,Donovan / Sunshine Superman BN 26217,1,14285.16,14285.16,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock",,,,db,0.2,Very Good (VG),Near Mint (NM or M-),Epic,0
Quiet-Life-VIP-6700,Japan / Quiet Life = クワイエット・ライフ VIP-6700,1,9920.25,9920.25,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 0<br /><br />0129 
 No OBI! Yes Insert!",,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"Hansa, Hansa",0
Bolond-Varos-LPX-17422-1,Neoton Família / Bolond Város LPX 17422,1,15872.4,15872.4,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock",,,,db,0.2,Very Good (VG),Near Mint (NM or M-),"Pepita, Pepita, Qualiton",0
XIII-LB19L0019,Rage (6) / XIII LB19L0019,1,15872.4,15872.4,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Germany, 2019<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),Lucky Bob Records,0
Live-In-Switzerland-2011-RCV153LP,Deep Purple / Live In Switzerland 2011 RCV153LP,1,43649.1,43649.1,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock",,,,db,0.2,Near Mint (NM or M-),Mint (M),Back On Black,0
In-Poland-SX-1407,The Woody Herman Big Band / In Poland SX 1407,1,1190.43,1190.43,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz",,,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Polskie Nagrania Muza,0
Molnar-Dixieland-Band-SLPX-17520,Molnár Dixieland Band / Molnár Dixieland Band SLPX 17520,1,2777.67,2777.67,Új bakelit/vinyl lemezek és CD-k|Rock,,,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Pepita,0
Abominog-BMGRM094LP,Uriah Heep / Abominog BMGRM094LP,1,15475.59,15475.59,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in UK & Europe, 2015<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),"BMG, Sanctuary, Bronze",0
Princess-ALI-28016,Princess / Princess ALI-28016,1,13491.54,13491.54,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1986<br /><br />0129 
 Yes OBI! Yes Insert!",,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Alfa International,0
VOA-28AP-2899,Sammy Hagar / VOA 28AP 2899,1,11110.68,11110.68,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1984<br /><br />0129 
 Yes OBI! Yes Insert!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Geffen Records,0
On-Earth-As-It-Is-In-Heaven-VIP-6385,Angel (24) / On Earth As It Is In Heaven VIP-6385,1,19046.88,19046.88,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1977<br /><br />0129 
 Yes OBI! Yes Insert!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Casablanca,0
Antologie-Jazzu-0-15-2111-14,Various / Antologie Jazzu 0 15 2111-14,1,25792.65,25792.65,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Czechoslovakia, 1980<br /><br />0129 
 Ha bármilyen kérdése van a termékkel kapcsolatban írjon!",,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Supraphon,0
Polish-Jazz-6-SXL-0305,Zbigniew Namysłowski Quartet / Polish Jazz (6) SXL 0305,1,21824.55,21824.55,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Poland, 1974<br /><br />0129 
 Ha bármilyen kérdése van a termékkel kapcsolatban írjon!",,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Polskie Nagrania Muza,0
Jazz-Ze-Studia-A-11-0644,"Czechoslovak Radio Jazz Orchestra, Kamil Hála / Jazz Ze Studia “A” 11 0644",1,14681.97,14681.97,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Czechoslovakia, 1976<br /><br />0129 
 Ha bármilyen kérdése van a termékkel kapcsolatban írjon!",,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Panton,0
A-Night-At-Birdland-Volume-2-BLP-1522,Art Blakey Quintet / A Night At Birdland Volume 2 BLP 1522,1,6745.77,6745.77,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in India, 1982<br /><br />0129 
 Ha bármilyen kérdése van a termékkel kapcsolatban írjon!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Blue Note,0
Trombitas-Fredi-Es-A-Rettenetes-Emberek-LPX-17390,Omega (5) / Trombitás Frédi És A Rettenetes Emberek LPX 17390,1,11904.3,11904.3,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1971<br /><br />0129 
 Ha bármilyen kérdése van a termékkel kapcsolatban írjon!",,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"Qualiton, Qualiton",0
Binder-Quintet-Featuring-John-Tchicai-SLPX-17759,"Binder Quintet, John Tchicai / Binder Quintet Featuring John Tchicai SLPX 17759",1,13094.73,13094.73,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1983<br /><br />0129 
 Ha bármilyen kérdése van a termékkel kapcsolatban írjon!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Krém,0
Winter-Flowers-1-15-1987,Adam Makowicz / Winter Flowers 1 15 1987,1,3968.1,3968.1,Új bakelit/vinyl lemezek és CD-k|Jazz,"A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Czechoslovakia, 1979<br /><br />0129 
 Ha bármilyen kérdése van a termékkel kapcsolatban írjon!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Supraphon,0
Live-SLPX-17742,Aladár Pege / Live SLPX 17742,1,5158.53,5158.53,Új bakelit/vinyl lemezek és CD-k|Rock,"A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1983<br /><br />0129 
 Ha bármilyen kérdése van a termékkel kapcsolatban írjon!",,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Krém,0
Tin-Drum-LSVIRG-70959,Japan / Tin Drum LSVIRG 70959,1,5952.15,5952.15,Új bakelit/vinyl lemezek és CD-k|Jazz,"A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Yugoslavia, 1982<br /><br />0129 
 Ha bármilyen kérdése van a termékkel kapcsolatban írjon!",,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"Jugoton, Virgin",0
Jazz-SLPX-17514,Bergendy / Jazz SLPX 17514,1,7539.39,7539.39,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1976<br /><br />0129 
 Ha bármilyen kérdése van a termékkel kapcsolatban írjon!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Pepita,0
Locomotiv-GT-SLPX-17435,Locomotiv GT / Locomotiv GT SLPX 17435,1,11904.3,11904.3,Új bakelit/vinyl lemezek és CD-k|Pop,"A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1971<br /><br />0129 
 Ha bármilyen kérdése van a termékkel kapcsolatban írjon!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Pepita,0
Too-Long-SLPR-710,Locomotiv GT / Too Long SLPR 710,1,3968.1,3968.1,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1983<br /><br />0129 
 Ha bármilyen kérdése van a termékkel kapcsolatban írjon!",,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"Pepita, EMI",0
Ringasd-El-Magad-SLPX-17449,Locomotiv GT / Ringasd El Magad SLPX 17449,1,7539.39,7539.39,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1972<br /><br />0129 
 Ha bármilyen kérdése van a termékkel kapcsolatban írjon!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Pepita,0
Corvina-9116-0445,Corvina / Corvina 9116 0445,1,3174.48,3174.48,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Czechoslovakia, 1976<br /><br />0129 
 Ha bármilyen kérdése van a termékkel kapcsolatban írjon!",,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Opus,0
Mahavishnu-Orchestra-1-15-1986,Mahavishnu Orchestra / Mahavishnu Orchestra 1 15 1986,1,5158.53,5158.53,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Czechoslovakia, 1976<br /><br />0129 
 Ha bármilyen kérdése van a termékkel kapcsolatban írjon!",,,db,0.2,Very Good (VG),Very Good Plus (VG+),"Supraphon, CBS",0
I-Got-A-Woman-And-Some-Blues-2222906,George Benson / I Got A Woman And Some Blues 2222906,1,5952.15,5952.15,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Blues","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Yugoslavia, 1985<br /><br />0129 
 Ha bármilyen kérdése van a termékkel kapcsolatban írjon!",,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"PGP RTB, A&M Records, CTI Records",0
Elo-Omega-S-LPX-17447,Omega (5) / Élő Omega S LPX 17447,1,27776.7,27776.7,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1972<br /><br />0129 
 Insert megvan.szép állapotban van!",,,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"Pepita, Pepita",0
Koncert-A-Marson-LPX-17408,Hungaria / Koncert A Marson LPX 17408,1,9920.25,9920.25,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1970<br /><br />0129 
 Ha bármilyen kérdése van a termékkel kapcsolatban írjon!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Qualiton,0
Temesvar-1514-Oratorium-Reszletek-SLPX-14187,"Various / Temesvár, 1514 - Oratórium (Részletek) SLPX 14187",1,5952.15,5952.15,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Stage & Screen","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1990<br /><br />0129 
 Ha bármilyen kérdése van a termékkel kapcsolatban írjon!",,,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Hungaroton,0
The-Power-Of-Sex-EDAR002,E-Rotic / The Power Of Sex EDAR002,1,10317.06,10317.06,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 2022<br /><br />0129 
 Új fóliás termék!",,,db,0.2,Mint (M),Mint (M),Eurodance Records (2),0
